improve their understanding of mathematics < s > work better at group activities,['send tasks to other groups'],"{'Bleu_1': 7.692307691715977e-17, 'Bleu_2': 8.006407689612819e-17, 'Bleu_3': 8.352713247389653e-17, 'Bleu_4': 8.737167850948829e-17, 'ROUGE_L': 0.0, 'CIDEr': 0.0}"
football is popular mostly among english children < s > england is better than all the european countries < s > only some schools in england have football game,"['people often go to football games . [ sep ] people , rich and poor , young and old , play football [ sep ] people usually shout at each other in a football match']","{'Bleu_1': 0.08411418204444435, 'Bleu_2': 1.562890610257157e-09, 'Bleu_3': 4.189991317324998e-12, 'Bleu_4': 2.1900447930455358e-13, 'ROUGE_L': 0.09219143576826197, 'CIDEr': 0.0}"
should earn less than those working in an office < s > can ' t earn as much as those working in an office < s > should earn as much as those working in an office,"[""needn ' t do anything at home and earns a lot""]","{'Bleu_1': 0.05405405405259316, 'Bleu_2': 0.03874921291354464, 'Bleu_3': 3.5006813067284894e-07, 'Bleu_4': 1.0598507277195145e-09, 'ROUGE_L': 0.09235427706283121, 'CIDEr': 0.0}"
many people online don ' t want to explain their ideas < s > people online are not good at writing at all < s > there ' s no space for explanations when people talk online,['people should know what time it is when they are talking'],"{'Bleu_1': 0.08108108107888973, 'Bleu_2': 1.5007505629280368e-09, 'Bleu_3': 4.007279750452312e-12, 'Bleu_4': 2.085775285235154e-13, 'ROUGE_L': 0.09235427706283121, 'CIDEr': 0.0}"
he had always been a shy math teacher,['he was often made fun of by his students [ sep ] he was handsome but always looked sad [ sep ] he taught well and was kind to girl students'],"{'Bleu_1': 0.01410403487241834, 'Bleu_2': 3.37150919728277e-10, 'Bleu_3': 1.0224300466741183e-12, 'Bleu_4': 5.892960673990561e-14, 'ROUGE_L': 0.09270516717325228, 'CIDEr': 0.0}"
compreleaders must wear long shorts or trousers under their skirts < s > cheerleaders have to wear sleeveless tops < s > cheerleaders must wear the same uniforms as other students,['cheerleading miniskirts are banned [ sep ] cheerleader uniforms have switched from skirts to trousers'],"{'Bleu_1': 0.16129032257544226, 'Bleu_2': 2.318694478724798e-09, 'Bleu_3': 5.702032468597772e-12, 'Bleu_4': 2.852546657248816e-13, 'ROUGE_L': 0.09277566539923954, 'CIDEr': 0.0}"
people prefer to eat out in hotel hotels .,['food produce is fresher . [ sep ] food is more expensive'],"{'Bleu_1': 0.07961459004606233, 'Bleu_2': 2.670354530138057e-09, 'Bleu_3': 9.00378246612934e-12, 'Bleu_4': 5.433625794115885e-13, 'ROUGE_L': 0.0928462709284627, 'CIDEr': 0.0}"
they try to show the interviewees ' actual feelings . < s > they try to find out what the examiner wants to know . < s > they try to find out what the examiner really want to know .,['they just ask questions without thinking much .'],"{'Bleu_1': 0.04878048780368831, 'Bleu_2': 1.1043152607211945e-09, 'Bleu_3': 3.1504591070918966e-12, 'Bleu_4': 1.6936921942132095e-13, 'ROUGE_L': 0.09291698400609291, 'CIDEr': 0.0}"
the patient ' s heart developed dangerous rhythm disturbances < s > thepatients would stay in bed without a sound mind < s > thepatients would ask the doctor to kill his pains,['doctors would turn him away and ask him to go back home and wait for death [ sep ] doctors would write a new order for their medical treatment to ease their pain [ sep ] doctors would discuss their treatment plan with the patient and write down the solution'],"{'Bleu_1': 0.14482668389016337, 'Bleu_2': 0.051997872406063114, 'Bleu_3': 3.735029169840352e-07, 'Bleu_4': 1.0092722202389108e-09, 'ROUGE_L': 0.09295238095238097, 'CIDEr': 0.0}"
is an automatic gift to all students < s > makes schools more exciting in the long run < s > is a model for schools to follow,['has been done in most american schools [ sep ] only aims at high scores at school'],"{'Bleu_1': 0.07142857142602044, 'Bleu_2': 1.6265001215217239e-09, 'Bleu_3': 4.6685098993880675e-12, 'Bleu_4': 2.5257985573759174e-13, 'ROUGE_L': 0.09298780487804877, 'CIDEr': 0.0}"
warn readers of the bad effect of airfares < s > find the best route for travelers < s > cut the price of airfares on the internet,['show there is standard price for every single airline [ sep ] guarantee passengers a low price'],"{'Bleu_1': 0.07142857142602044, 'Bleu_2': 1.6265001215217239e-09, 'Bleu_3': 4.6685098993880675e-12, 'Bleu_4': 2.5257985573759174e-13, 'ROUGE_L': 0.09298780487804877, 'CIDEr': 0.0}"
there are more than 4 0 0 bridges along the canals < s > the water is going down,['the venetians love their city'],"{'Bleu_1': 0.0526315789445984, 'Bleu_2': 1.7099639200494266e-09, 'Bleu_3': 5.561282936163364e-12, 'Bleu_4': 3.219965714544208e-13, 'ROUGE_L': 0.09312977099236641, 'CIDEr': 0.0}"
the first female astronaut < s > women in the space < s > how to be an astronaut,['the shenzhou ix manned spacecraft'],"{'Bleu_1': 0.0526315789445984, 'Bleu_2': 1.7099639200494266e-09, 'Bleu_3': 5.561282936163364e-12, 'Bleu_4': 3.219965714544208e-13, 'ROUGE_L': 0.09312977099236641, 'CIDEr': 0.0}"
forget as many photographs as you can if you want to know where and how he lived in victorian times . < s > buy some books about holmes and their family life < s > visit the hotel on the first floor to see the famous photographs,"[""take photos of the rooms or objects on show [ sep ] learn some news of mr holmes ' s times""]","{'Bleu_1': 0.12499999999739586, 'Bleu_2': 1.630820182599269e-09, 'Bleu_3': 3.8667976067048165e-12, 'Bleu_4': 1.893260841337042e-13, 'ROUGE_L': 0.09355828220858894, 'CIDEr': 0.0}"
"carbon dioxide is lost mainly from trees < s > till now , scientists know little about the system < s > grassland areas are often invaded by grasses",['carbon can turn grass into dust [ sep ] less carbon can make trees grow faster'],"{'Bleu_1': 0.06896551723900123, 'Bleu_2': 1.5694120513807777e-09, 'Bleu_3': 4.501632809041089e-12, 'Bleu_4': 2.433796227310421e-13, 'ROUGE_L': 0.0937740199846272, 'CIDEr': 0.0}"
holes or tattoos or piercings < s > ways of piercing or piercing,"[""doing damage to the young people ' s bodies""]","{'Bleu_1': 0.07692307691715985, 'Bleu_2': 2.531848417506296e-09, 'Bleu_3': 8.35271324738965e-12, 'Bleu_4': 4.91327054771308e-13, 'ROUGE_L': 0.09399075500770414, 'CIDEr': 0.0}"
el nifio causes surface flooding and other disasters . < s > the multi - year drought in south - east brazil is becoming worse .,['agricultural harvests in rich countries fall . [ sep ] poor countries suffer less from droughts economically .'],"{'Bleu_1': 0.11538461538017755, 'Bleu_2': 2.1483446220340176e-09, 'Bleu_3': 5.7720783660904764e-12, 'Bleu_4': 3.02389846865684e-13, 'ROUGE_L': 0.09399075500770414, 'CIDEr': 0.0}"
keep away from their houses < s > ask for food and money,['frighten the ghosts [ sep ] leave their homes'],"{'Bleu_1': 0.07692307691715985, 'Bleu_2': 2.531848417506296e-09, 'Bleu_3': 8.35271324738965e-12, 'Bleu_4': 4.91327054771308e-13, 'ROUGE_L': 0.09399075500770414, 'CIDEr': 0.0}"
people shouldn ' t share their sad stories with others < s > we shouldn ' t share because it ' s boring < s > the author thinks it is wrong to want to keep the world updated,['facebook or twitter is a good place where we share personal experience [ sep ] most of people tend to show off that they are having a better time than others [ sep ] sharing experience on the social networking websites is not real life'],"{'Bleu_1': 0.15389301112346934, 'Bleu_2': 1.863418412642181e-09, 'Bleu_3': 4.317193372984801e-12, 'Bleu_4': 2.0922899412977098e-13, 'ROUGE_L': 0.09402697495183045, 'CIDEr': 0.0}"
the burns are very serious and should be treated at home < s > you should keep the burn until an emergency unit arrives < s > burns involve large parts of skin,"[""you shouldn ' t cover the burn with a bandage or cloth if it is severe [ sep ] you shouldn ' t place any wet towels on the burned area""]","{'Bleu_1': 0.12121212120844815, 'Bleu_2': 0.06154574548777225, 'Bleu_3': 4.962244127192765e-07, 'Bleu_4': 1.4206211664645319e-09, 'ROUGE_L': 0.09428129829984544, 'CIDEr': 0.0}"
the importance of health has changed a lot in modern society < s > people should take a realistic view of health < s > the writer has changed his attitude to health,['wealth is health [ sep ] health means different things in different periods'],"{'Bleu_1': 0.09090909090633613, 'Bleu_2': 1.6854996561062319e-09, 'Bleu_3': 4.508497995091162e-12, 'Bleu_4': 2.3509511060878985e-13, 'ROUGE_L': 0.09435421500386698, 'CIDEr': 0.0}"
help teenagers to save more time for watching tv . < s > encourage teenagers to have more exercise .,['keep a record of the steps of the wearer . [ sep ] prevent children from being tricked by tv programs .'],"{'Bleu_1': 0.1357256126918214, 'Bleu_2': 2.5423736623044987e-09, 'Bleu_3': 6.874782077526135e-12, 'Bleu_4': 3.6263908451272197e-13, 'ROUGE_L': 0.09442724458204334, 'CIDEr': 0.0}"
a bookstore is the biggest sell on the internet < s > women have always used computers to buy things,['amazon . com has been making profits for ten years [ sep ] wal - mart is among the largest online stores'],"{'Bleu_1': 0.09048374179454761, 'Bleu_2': 2.0758394027123244e-09, 'Bleu_3': 6.0056753222460605e-12, 'Bleu_4': 3.2768140335293544e-13, 'ROUGE_L': 0.09442724458204334, 'CIDEr': 0.0}"
have great fame < s > become a hero for the society < s > tell others to become heroes,['serve your own fame and try to be famous [ sep ] know where and how you want to live and die'],"{'Bleu_1': 0.09048374179454761, 'Bleu_2': 2.0758394027123244e-09, 'Bleu_3': 6.0056753222460605e-12, 'Bleu_4': 3.2768140335293544e-13, 'ROUGE_L': 0.09442724458204334, 'CIDEr': 0.0}"
he hated the war < s > he didn ' t want to see his wife again,['hewas concerned about his safety at the van metre home [ sep ] he could be treated with better medicines back at harpers ferry'],"{'Bleu_1': 0.11690825917340958, 'Bleu_2': 2.2001335095351626e-09, 'Bleu_3': 5.9794314433177124e-12, 'Bleu_4': 3.171437260597507e-13, 'ROUGE_L': 0.09464701318851822, 'CIDEr': 0.0}"
be drop - out and receive higher education < s > learn to live up to expectations,['stop seeing her friends who pretended to be sick to skip classes [ sep ] bring home colored report cards like her friends did'],"{'Bleu_1': 0.11690825917340958, 'Bleu_2': 2.2001335095351626e-09, 'Bleu_3': 5.9794314433177124e-12, 'Bleu_4': 3.171437260597507e-13, 'ROUGE_L': 0.09464701318851822, 'CIDEr': 0.0}"
stop scattering light < s > absorb and scattering light < s > be a living animal,['change the direction of light travel [ sep ] gather materials to scatter light . [ sep ] grow bigger to stop light .'],"{'Bleu_1': 0.11690825917340958, 'Bleu_2': 2.2001335095351626e-09, 'Bleu_3': 5.9794314433177124e-12, 'Bleu_4': 3.171437260597507e-13, 'ROUGE_L': 0.09464701318851822, 'CIDEr': 0.0}"
how tree frogs whistles < s > the funny frog < s > how tree frogs live,['the colors of a special frog [ sep ] the sounds of a special frog [ sep ] the eyes of a special frog'],"{'Bleu_1': 0.07793883944893973, 'Bleu_2': 1.7964014881199789e-09, 'Bleu_3': 5.223514499112326e-12, 'Bleu_4': 2.8657170629988255e-13, 'ROUGE_L': 0.09464701318851822, 'CIDEr': 0.0}"
how to make friends at school < s > school is a holiday camp < s > things at school,['happy life in school'],"{'Bleu_1': 0.04999999999750006, 'Bleu_2': 1.6222142112243812e-09, 'Bleu_3': 5.268026683447044e-12, 'Bleu_4': 3.045255555817617e-13, 'ROUGE_L': 0.09472049689440994, 'CIDEr': 0.0}"
they are mammals .,['they use their noses to smell the way . [ sep ] they use their ears to hear the sounds . [ sep ] they use their eyes to see the way .'],"{'Bleu_1': 0.000355087194243732, 'Bleu_2': 9.1683119313346e-12, 'Bleu_3': 3.1019723613488186e-14, 'Bleu_4': 2.1457034246277826e-15, 'ROUGE_L': 0.09472049689440995, 'CIDEr': 0.0}"
playa de ayala < s > mazatlan,['north beach [ sep ] xpu ha beach [ sep ] playa brujas'],"{'Bleu_1': 0.06062469222224302, 'Bleu_2': 2.070727454651274e-09, 'Bleu_3': 7.1396099901172735e-12, 'Bleu_4': 4.432796204344116e-13, 'ROUGE_L': 0.0948678071539658, 'CIDEr': 0.0}"
the house wasn ' t new . < s > the house wasn ' t big .,['there was no dining room .'],"{'Bleu_1': 0.05882352940830456, 'Bleu_2': 1.9174124720021137e-09, 'Bleu_3': 6.258159277801815e-12, 'Bleu_4': 3.63749956686016e-13, 'ROUGE_L': 0.09516380655226209, 'CIDEr': 0.0}"
we should take exercise for granted < s > we should eat nothing every day,"[""if we were healthy , we could spend our days in doing things with less sleep [ sep ] one can eat a lot to stay in good shape [ sep ] one needn ' t take any exercise if he is healthy""]","{'Bleu_1': 0.05154608817621215, 'Bleu_2': 7.545574681688579e-10, 'Bleu_3': 1.8919925391746245e-12, 'Bleu_4': 9.665481521155876e-14, 'ROUGE_L': 0.0951638065522621, 'CIDEr': 0.0}"
he wanted to be famous for his blood < s > he wanted to prevent babies from dying from rhesus disease,['his daughter asked him to help her son [ sep ] a vaccine called anti - d is to be developed'],"{'Bleu_1': 0.19047619045804992, 'Bleu_2': 0.09759000728544291, 'Bleu_3': 7.943630475212745e-07, 'Bleu_4': 2.2971859356174454e-09, 'ROUGE_L': 0.09523809523809523, 'CIDEr': 0.0}"
the concept of ants,['the ant life [ sep ] the ant teamwork [ sep ] the ant university'],"{'Bleu_1': 0.01598196529368594, 'Bleu_2': 5.835788602834484e-10, 'Bleu_3': 2.216255164285291e-12, 'Bleu_4': 1.6241919886785757e-13, 'ROUGE_L': 0.0953125, 'CIDEr': 0.0}"
tell 1 1 9 when you are and what is on fire . < s > you can keep your pet or favorite toy inside if you are not careful .,"['if the door is hot , try to find a different way out .']","{'Bleu_1': 0.09677419354526538, 'Bleu_2': 1.7960530202088466e-09, 'Bleu_3': 4.809280442626532e-12, 'Bleu_4': 2.510559792795444e-13, 'ROUGE_L': 0.09538702111024237, 'CIDEr': 0.0}"
the world ' s population is increasing faster than the world ' s population . < s > the demand for water is much larger in developed countries than in developing countries . < s > the world ' s population is increasing faster than that of the world .,"['farming uses 7 0 percent of the fresh water now . [ sep ] it takes about 1 5 , 0 0 0 litres of water to produce a kilo of grain - fed beef . [ sep ] 1 . 8 billion people will face water scarcity by 2 0 2 5 .']","{'Bleu_1': 0.11077396156196538, 'Bleu_2': 0.04568241180499211, 'Bleu_3': 3.423768702672314e-07, 'Bleu_4': 9.4225393348093e-10, 'ROUGE_L': 0.09549154664996869, 'CIDEr': 0.0}"
he liked to sell papers,['i always remembered his smile all day [ sep ] he always smiled as i made my way to work [ sep ] he would smile to wish me a good day'],"{'Bleu_1': 0.0018066323763224193, 'Bleu_2': 4.516580940693133e-11, 'Bleu_3': 1.453570317597955e-13, 'Bleu_4': 9.125821817922845e-15, 'ROUGE_L': 0.09553641346906813, 'CIDEr': 0.0}"
reduce the amount of saturated fats < s > help people eat more food,['maker its food taste hatter than ever before'],"{'Bleu_1': 0.07142857142346946, 'Bleu_2': 2.344036154518608e-09, 'Bleu_3': 7.707540023952373e-12, 'Bleu_4': 4.516881220590475e-13, 'ROUGE_L': 0.09561128526645768, 'CIDEr': 0.0}"
the schoolwork < s > the ability to communicate with their parents,"[""their children ' s studying hard and well [ sep ] what their children want but they can ' t [ sep ] extra activities than schoolwork""]","{'Bleu_1': 0.07162619920310988, 'Bleu_2': 1.3658580269951806e-09, 'Bleu_3': 3.766873235548721e-12, 'Bleu_4': 2.0309914777378248e-13, 'ROUGE_L': 0.09591194968553458, 'CIDEr': 0.0}"
the water in africa will be used for farming soon < s > adequate access to water is very important for our life,['researchers have no interest in developing dry - land crops [ sep ] research on locally appropriate crops in the third world may be profitable [ sep ] there is less water resource in the third world'],"{'Bleu_1': 0.11827392390452811, 'Bleu_2': 1.7102381140493235e-09, 'Bleu_3': 4.231687299100919e-12, 'Bleu_4': 2.1307838004034634e-13, 'ROUGE_L': 0.09596224436287361, 'CIDEr': 0.0}"
she has no ability to change her own attitudes < s > her students may change their attitudes after listening to her totally < s > her own attitudes are often changed by other teachers,['she may not have a constant attitude towards some controversial sues'],"{'Bleu_1': 0.05714285714122452, 'Bleu_2': 1.2964074470667444e-09, 'Bleu_3': 3.706719289846656e-12, 'Bleu_4': 1.9973527828806605e-13, 'ROUGE_L': 0.0959874114870181, 'CIDEr': 0.0}"
a new way to milk the cows < s > how to milk the cows < s > dairy farming needs transforming,['milking cows by hand [ sep ] improving the quality of milk [ sep ] drinking fresh milk every day'],"{'Bleu_1': 0.1818181818099174, 'Bleu_2': 2.9424494315455668e-09, 'Bleu_3': 7.564774850250873e-12, 'Bleu_4': 3.885157280417424e-13, 'ROUGE_L': 0.09606299212598425, 'CIDEr': 0.0}"
it ' s difficult to get the right to education .,"['we should stop teachers delivering "" inspirational experience "" .']","{'Bleu_1': 0.09090909090082655, 'Bleu_2': 3.015113445489832e-09, 'Bleu_3': 1.0033557297469764e-11, 'Bleu_4': 5.960994272631735e-13, 'ROUGE_L': 0.09606299212598425, 'CIDEr': 0.0}"
the droughts in kenya < s > a reason for droughts,['food and hunger [ sep ] droughts and their names'],"{'Bleu_1': 0.09090909090082655, 'Bleu_2': 3.015113445489832e-09, 'Bleu_3': 1.0033557297469764e-11, 'Bleu_4': 5.960994272631735e-13, 'ROUGE_L': 0.09606299212598425, 'CIDEr': 0.0}"
messi ' s golden ball < s > messi wins the goldenball < s > world cup in south africa,['ronaldinho beats messi to win the european footballer of the year [ sep ] messi beats xavi to win the european footballer of the year [ sep ] ronaldinho beats xavi to win the european footballer of the year'],"{'Bleu_1': 0.0580111535123741, 'Bleu_2': 1.0866484658621127e-09, 'Bleu_3': 2.93838451382816e-12, 'Bleu_4': 1.5499735962895367e-13, 'ROUGE_L': 0.09611344537815125, 'CIDEr': 0.0}"
the summer of 2 0 0 5 was the hottest year recorded in 2 0 years < s > the temperature will keep rising all the time < s > the author didn ' t agree with the experts ' theory,['five independent statisticians were given temperature data to look for trends [ sep ] more and more americans now believe there is strong scientific evidence for global warming [ sep ] the analysis of global temperatures was required by the independent statisticians'],"{'Bleu_1': 0.1190127798164375, 'Bleu_2': 1.70400368565434e-09, 'Bleu_3': 4.172803827383691e-12, 'Bleu_4': 2.0783895005590492e-13, 'ROUGE_L': 0.09617658651951122, 'CIDEr': 0.0}"
it makes the body clock work better < s > it is too hard for the body to absorb,"[""is shortens people ' s sleeping time [ sep ] it releases radiation and increases people ' s chances of getting sick""]","{'Bleu_1': 0.13483257876847057, 'Bleu_2': 2.5291510127604546e-09, 'Bleu_3': 6.84924334019509e-12, 'Bleu_4': 3.6187513924072374e-13, 'ROUGE_L': 0.0962904498816101, 'CIDEr': 0.0}"
adults do not always talk to strangers but strangers do < s > adults seldom talk to strangers because they do not know who is a stranger < s > the majority of children are afraid of speaking to strangers,['the rule does not protect children in the situation of abducting [ sep ] a lost child may have difficulty in communicating with a stranger'],"{'Bleu_1': 0.14999999999625002, 'Bleu_2': 0.06201736729303396, 'Bleu_3': 4.6603051199668366e-07, 'Bleu_4': 1.2860573411931499e-09, 'ROUGE_L': 0.09631578947368422, 'CIDEr': 0.0}"
spent several days finding the house,['entered my house after he opened the door [ sep ] entered my house by climbing through the window [ sep ] entered my house with the help of my neighbor'],"{'Bleu_1': 0.005167951197947132, 'Bleu_2': 1.2658843450364558e-10, 'Bleu_3': 3.960249748982444e-13, 'Bleu_4': 2.380244291587939e-14, 'ROUGE_L': 0.09636650868878358, 'CIDEr': 0.0}"
we can learn a lot by remembering things < s > very little dreams can help us learn < s > every night is the best time for sleeping,['tasks can only be settled through dreams [ sep ] players stop learning in dreams'],"{'Bleu_1': 0.06896551723900123, 'Bleu_2': 1.5694120513807777e-09, 'Bleu_3': 4.501632809041089e-12, 'Bleu_4': 2.433796227310421e-13, 'ROUGE_L': 0.09644268774703557, 'CIDEr': 0.0}"
president obama honored brian lee patterson < s > a scared man ran onto the front lawn of the white house < s > animal attacked the white house,['man with intelligence information for the president [ sep ] secret service officers caught patterson'],"{'Bleu_1': 0.1379310344780024, 'Bleu_2': 2.219483808014476e-09, 'Bleu_3': 5.6717019350082546e-12, 'Bleu_4': 2.8942877899843327e-13, 'ROUGE_L': 0.09644268774703557, 'CIDEr': 0.0}"
has been held for the past three years,['invites students from manhattan [ sep ] provides free meals for students'],"{'Bleu_1': 0.07581633244512521, 'Bleu_2': 2.5630598377334847e-09, 'Bleu_3': 8.724482311452207e-12, 'Bleu_4': 5.327524290077678e-13, 'ROUGE_L': 0.09651898734177215, 'CIDEr': 0.0}"
is interested in writing stories < s > often visits schools to make money < s > thinks writing is a good way to earn money,['lives under a roof of four generations [ sep ] is busy writing animals all his life'],"{'Bleu_1': 0.11538461538017755, 'Bleu_2': 2.1483446220340176e-09, 'Bleu_3': 5.7720783660904764e-12, 'Bleu_4': 3.02389846865684e-13, 'ROUGE_L': 0.09667194928684628, 'CIDEr': 0.0}"
he wrote a piece for piano and orchestra < s > he organized a concert for young musicians,['he changed his music style'],"{'Bleu_1': 0.055555555552469195, 'Bleu_2': 1.8077538150520845e-09, 'Bleu_3': 5.889153354909397e-12, 'Bleu_4': 3.4159919055542935e-13, 'ROUGE_L': 0.09682539682539681, 'CIDEr': 0.0}"
what should we do to become a hero ? < s > a war and a mother .,['a group of lucky children'],"{'Bleu_1': 0.055555555552469195, 'Bleu_2': 1.8077538150520845e-09, 'Bleu_3': 5.889153354909397e-12, 'Bleu_4': 3.4159919055542935e-13, 'ROUGE_L': 0.09682539682539681, 'CIDEr': 0.0}"
the residents can sing songs for the children < s > the children don ' t like reading,['the old join in activities'],"{'Bleu_1': 0.055555555552469195, 'Bleu_2': 1.8077538150520845e-09, 'Bleu_3': 5.889153354909397e-12, 'Bleu_4': 3.4159919055542935e-13, 'ROUGE_L': 0.09682539682539681, 'CIDEr': 0.0}"
"you can have your first game at 7 p . m . on jan . 3 0 , 2 0 1 4 < s > you must have played at least one year of varsity basketball","[""you can buy a tshirt with the girls ' names""]","{'Bleu_1': 0.05555555555401238, 'Bleu_2': 0.03984095364335732, 'Bleu_3': 3.600754492041301e-07, 'Bleu_4': 1.0906029005474478e-09, 'ROUGE_L': 0.09682539682539681, 'CIDEr': 0.0}"
because they can ' t understand the words . < s > because they like the picture .,['because beijing opera is fun'],"{'Bleu_1': 0.055555555552469195, 'Bleu_2': 1.8077538150520845e-09, 'Bleu_3': 5.889153354909397e-12, 'Bleu_4': 3.4159919055542935e-13, 'ROUGE_L': 0.09682539682539681, 'CIDEr': 0.0}"
change people ' s behavior to benefit them < s > don ' t care about their environment,['are similar to proactive people'],"{'Bleu_1': 0.11111111110493832, 'Bleu_2': 2.556549962678361e-09, 'Bleu_3': 7.41986827790936e-12, 'Bleu_4': 4.0623218788768687e-13, 'ROUGE_L': 0.09682539682539681, 'CIDEr': 0.0}"
warn us not to use the same method to learn < s > analyze why nisha is able to learn better than sheela,['show the difference between people in learning ability [ sep ] teach people how to memorize a poem quickly'],"{'Bleu_1': 0.08695652173534975, 'Bleu_2': 1.9881069311304567e-09, 'Bleu_3': 5.730863459917284e-12, 'Bleu_4': 3.1146377791205494e-13, 'ROUGE_L': 0.09690230341540905, 'CIDEr': 0.0}"
cell phones are part of our life < s > people shouldn ' t use cell phones at all < s > cell phones make us more active,['all the people will be crazy without cell phones [ sep ] the phone free lifestyle will not bring much inconvenient [ sep ] the phone - free lifestyle is what people seek'],"{'Bleu_1': 0.11949490103331943, 'Bleu_2': 0.06084382546067568, 'Bleu_3': 4.92004448919924e-07, 'Bleu_4': 1.4128746196965347e-09, 'ROUGE_L': 0.0969279661016949, 'CIDEr': 0.0}"
to protect bird feeders .,['they may disturb bears . [ sep ] for the safety of bears .'],"{'Bleu_1': 0.033059777631093454, 'Bleu_2': 1.1688396473440543e-09, 'Bleu_3': 4.222336571665356e-12, 'Bleu_4': 2.8085012456623856e-13, 'ROUGE_L': 0.09697933227344992, 'CIDEr': 0.0}"
an e - book is the only acceptable form of book in the london underground < s > lack of technology has replaced quiet habits in london < s > london people don ' t look at each other in the crowded street in order to keep healthy,['london commuters are unfriendly to strangers [ sep ] riding a london subway is a must when visiting london'],"{'Bleu_1': 0.10416666666449656, 'Bleu_2': 1.4887283354071894e-09, 'Bleu_3': 3.638795864300165e-12, 'Bleu_4': 1.8089024246182522e-13, 'ROUGE_L': 0.09713375796178343, 'CIDEr': 0.0}"
"a cruel judge < s > judge , an important person < s > how dare you hit wilson ?",['the judge and wilson [ sep ] wilson and the young man [ sep ] the young man was set free'],"{'Bleu_1': 0.09512294244055915, 'Bleu_2': 2.1822699647899366e-09, 'Bleu_3': 6.313592880496047e-12, 'Bleu_4': 3.4448198816487464e-13, 'ROUGE_L': 0.09713375796178343, 'CIDEr': 0.0}"
china mobile ltd . is the world ' s largest mobile carrier < s > it ' s apple ' s task to increase the sales of lower - end iphone < s > the price of low - end iphone has nothing to do with the quality of iphone,['their prices are actually lower than a year earlier [ sep ] apple in china has ability to deal with any problem [ sep ] low - ended android - based phones are progressing fast'],"{'Bleu_1': 0.17999999999640004, 'Bleu_2': 0.06060915267190813, 'Bleu_3': 4.245658537601285e-07, 'Bleu_4': 1.129625096611556e-09, 'ROUGE_L': 0.09721115537848606, 'CIDEr': 0.0}"
he wanted to play in the university,['his father graduated from the university [ sep ] his mother did not thinks it a great university [ sep ] his parents needed him to help support the family'],"{'Bleu_1': 0.016034507724234412, 'Bleu_2': 0.00999927237815855, 'Bleu_3': 9.078199792980935e-08, 'Bleu_4': 2.89229714324625e-10, 'ROUGE_L': 0.09721115537848606, 'CIDEr': 0.0}"
enjoy listening to music while skating < s > make an invention with his grandmother,['realize his dream of becoming an inventor'],"{'Bleu_1': 0.1333333333244445, 'Bleu_2': 3.0860669990287532e-09, 'Bleu_3': 9.014793499259023e-12, 'Bleu_4': 4.970745472430083e-13, 'ROUGE_L': 0.09728867623604465, 'CIDEr': 0.0}"
eat in the studio < s > walk into the studio and have a talk,['talk with your friends on the phone'],"{'Bleu_1': 0.1333333333244445, 'Bleu_2': 3.0860669990287532e-09, 'Bleu_3': 9.014793499259023e-12, 'Bleu_4': 4.970745472430083e-13, 'ROUGE_L': 0.09728867623604465, 'CIDEr': 0.0}"
her father didn ' t like her < s > she failed taking the exam,['she had to leave purple girls club'],"{'Bleu_1': 0.06666666666222229, 'Bleu_2': 2.1821789022092506e-09, 'Bleu_3': 7.155046341999931e-12, 'Bleu_4': 4.179882048905089e-13, 'ROUGE_L': 0.09728867623604465, 'CIDEr': 0.0}"
use your bed only to sleep . < s > go to bed regularly .,['drink a glass of milk before sleep'],"{'Bleu_1': 0.06666666666222229, 'Bleu_2': 2.1821789022092506e-09, 'Bleu_3': 7.155046341999931e-12, 'Bleu_4': 4.179882048905089e-13, 'ROUGE_L': 0.09728867623604465, 'CIDEr': 0.0}"
the unique characteristic of the ocean currents < s > the channels for sounds to carry when it carries faint noises from a patient ' s chest to a doctor ' s ear < s > the changes in the global temperature,['the top - level technology of focusing sounds under water [ sep ] low - frequency sounds traveling across different layers of water'],"{'Bleu_1': 0.07142857142687077, 'Bleu_2': 1.3199091933393273e-09, 'Bleu_3': 3.5183796930295316e-12, 'Bleu_4': 1.828061815856166e-13, 'ROUGE_L': 0.097444089456869, 'CIDEr': 0.0}"
dr . wells thinks it ' s easy for old people to walk . < s > women in arizona like walking more than men . < s > most people walk for exercise because of its long - lasting appeal .,['walking is most suitable for those 6 5 years and older [ sep ] water is better than any other drinks for walkers'],"{'Bleu_1': 0.11904761904478461, 'Bleu_2': 1.7039954414364267e-09, 'Bleu_3': 4.171500390930181e-12, 'Bleu_4': 2.0770792382755193e-13, 'ROUGE_L': 0.097444089456869, 'CIDEr': 0.0}"
rowling hasn ' t read the book since it was first published < s > rowling ' s new book is the same as the harry potter series < s > rowling is the director of the london - based publisher,"['little , brown and company is specialized in publishing adult books [ sep ] jk rowling will be a crime novelist as good as ian rankin [ sep ] it was in edinburgh that ian rankin got to know jk rowling']","{'Bleu_1': 0.14634146340749557, 'Bleu_2': 0.06048583788794446, 'Bleu_3': 4.543748293363524e-07, 'Bleu_4': 1.253472469009432e-09, 'ROUGE_L': 0.0975609756097561, 'CIDEr': 0.0}"
